id,tool,status,reason,cmd,expected_exit,actual_exit,expected_stdout,actual_stdout,stderr
831,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:negated_class> data/no_match.txt,0,0,zzz\nYYY\n,zzz\nYYY\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]pm\x01: No such file or directory\n"
832,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:negated_class> data/no_match.txt,0,0,1:zzz\n2:YYY\n,1:zzz\n2:YYY\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
833,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:negated_class> data/no_match.txt,0,0,123\n,123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
834,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:negated_class> data/no_match.txt,0,0,3:123\n,3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdJk\x01: No such file or directory\n"
835,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:negated_class> data/no_match.txt,0,0,123\n,123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
836,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:negated_class> data/no_match.txt,0,0,3:123\n,3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
837,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:negated_class> data/no_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd0o\x01: No such file or directory\n"
838,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:negated_class> data/no_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdl\x01: No such file or directory\n"
839,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:negated_class> data/no_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]-k\x01: No such file or directory\n"
840,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:negated_class> data/no_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]rm\x01: No such file or directory\n"
841,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:negated_class> data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\x1d\ufffdm\x01: No such file or directory\n"
842,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:negated_class> data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdm\x01: No such file or directory\n"
843,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:negated_class> data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x16o\x01: No such file or directory\n"
844,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:negated_class> data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dUo\x01: No such file or directory\n"
845,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:negated_class> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd*m\x01: No such file or directory\n"
846,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:negated_class> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
847,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:negated_class> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d4k\x01: No such file or directory\n"
848,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:negated_class> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c%o\x01: No such file or directory\n"
849,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:negated_class> data/one_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d&k\x01: No such file or directory\n"
850,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:negated_class> data/one_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdo\x01: No such file or directory\n"
851,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:negated_class> data/one_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1duk\x01: No such file or directory\n"
852,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:negated_class> data/one_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd\x1dk\x01: No such file or directory\n"
853,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:negated_class> data/many_match.txt,0,0,foo\nxfoo\nFOO\nfoo\n,foo\nxfoo\nFOO\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]Am\x01: No such file or directory\n"
854,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:negated_class> data/many_match.txt,0,0,1:foo\n2:xfoo\n3:FOO\n4:foo\n,1:foo\n2:xfoo\n3:FOO\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dak\x01: No such file or directory\n"
855,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:negated_class> data/many_match.txt,0,0,foo\nxfoo\nFOO\nfoo\n,foo\nxfoo\nFOO\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdwk\x01: No such file or directory\n"
856,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:negated_class> data/many_match.txt,0,0,1:foo\n2:xfoo\n3:FOO\n4:foo\n,1:foo\n2:xfoo\n3:FOO\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dHo\x01: No such file or directory\n"
857,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:negated_class> data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
858,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:negated_class> data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0756k\x01: No such file or directory\n"
859,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:negated_class> data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x17o\x01: No such file or directory\n"
860,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:negated_class> data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\\ufffdo\x01: No such file or directory\n"
861,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:negated_class> data/many_match.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd{o\x01: No such file or directory\n"
862,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:negated_class> data/many_match.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]rk\x01: No such file or directory\n"
863,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:negated_class> data/many_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdAm\x01: No such file or directory\n"
864,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:negated_class> data/many_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\!m\x01: No such file or directory\n"
865,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:negated_class> data/unicode_content.txt,0,0,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d?m\x01: No such file or directory\n"
866,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:negated_class> data/unicode_content.txt,0,0,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
867,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:negated_class> data/unicode_content.txt,0,0,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]do\x01: No such file or directory\n"
868,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:negated_class> data/unicode_content.txt,0,0,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdDm\x01: No such file or directory\n"
869,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:negated_class> data/unicode_content.txt,0,0,123\n,123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
870,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:negated_class> data/unicode_content.txt,0,0,5:123\n,5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdyo\x01: No such file or directory\n"
871,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:negated_class> data/unicode_content.txt,0,0,123\n,123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08][k\x01: No such file or directory\n"
872,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:negated_class> data/unicode_content.txt,0,0,5:123\n,5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x16o\x01: No such file or directory\n"
873,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:negated_class> data/unicode_content.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdLo\x01: No such file or directory\n"
874,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:negated_class> data/unicode_content.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d9o\x01: No such file or directory\n"
875,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:negated_class> data/unicode_content.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x10m\x01: No such file or directory\n"
876,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:negated_class> data/unicode_content.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\u8727k\x01: No such file or directory\n"
877,icgrep,FAIL,missing input path should return error,icgrep -colors=never -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dDk\x01: No such file or directory\n"
878,icgrep,FAIL,missing input path should return error,icgrep -colors=never -i -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdn\x01: No such file or directory\n"
879,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdo\x01: No such file or directory\n"
880,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -i -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd\ufffdk\x01: No such file or directory\n"
881,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdRm\x01: No such file or directory\n"
882,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -i -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd\ufffdm\x01: No such file or directory\n"
883,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdm\x01: No such file or directory\n"
884,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -i -f <regex-file:negated_class> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\Yk\x01: No such file or directory\n"
885,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_start> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\u0759m\x01: No such file or directory\n"
886,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_start> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x10o\x01: No such file or directory\n"
887,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_start> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0740m\x01: No such file or directory\n"
888,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_start> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd~o\x01: No such file or directory\n"
889,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_start> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
890,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_start> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d,o\x01: No such file or directory\n"
891,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_start> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
892,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_start> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]&m\x01: No such file or directory\n"
893,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_start> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d=k\x01: No such file or directory\n"
894,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_start> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdn\x01: No such file or directory\n"
895,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_start> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]Sk\x01: No such file or directory\n"
896,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_start> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dmk\x01: No such file or directory\n"
897,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_start> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(]Om\x01: No such file or directory\n"
898,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_start> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x05k\x01: No such file or directory\n"
899,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_start> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\x17m\x01: No such file or directory\n"
900,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_start> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
901,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_start> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
902,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_start> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dwo\x01: No such file or directory\n"
903,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_start> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd^m\x01: No such file or directory\n"
904,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_start> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
905,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_start> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
906,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_start> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
907,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_start> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x7fo\x01: No such file or directory\n"
908,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_start> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\nm\x01: No such file or directory\n"
909,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:anchor_start> data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\ufffd\ufffdm\x01: No such file or directory\n"
910,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:anchor_start> data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dXm\x01: No such file or directory\n"
911,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:anchor_start> data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
912,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:anchor_start> data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dyo\x01: No such file or directory\n"
913,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:anchor_start> data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dxm\x01: No such file or directory\n"
914,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:anchor_start> data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d=o\x01: No such file or directory\n"
915,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:anchor_start> data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]Rk\x01: No such file or directory\n"
916,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:anchor_start> data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\\x7fo\x01: No such file or directory\n"
917,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:anchor_start> data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd=k\x01: No such file or directory\n"
918,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:anchor_start> data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdom\x01: No such file or directory\n"
919,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:anchor_start> data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
920,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:anchor_start> data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd\ufffdm\x01: No such file or directory\n"
